codeLaniId,url,type,appeared
liseb,https://codelani.com/languages/liseb.html,pl,1994
liso,https://codelani.com/languages/liso.html,metaLanguage,2014
lisp,https://codelani.com/languages/lisp.html,pl,1958
lisp-2,https://codelani.com/languages/lisp-2.html,pl,1963
lisp-a,https://codelani.com/languages/lisp-a.html,pl,1968
lisp-machine-lisp,https://codelani.com/languages/lisp-machine-lisp.html,pl,1974
lispme,https://codelani.com/languages/lispme.html,pl,2008
lisptalk,https://codelani.com/languages/lisptalk.html,pl,1988
lispworks,https://codelani.com/languages/lispworks.html,pl,1989
lispyscript,https://codelani.com/languages/lispyscript.html,pl,2012
listdown,https://codelani.com/languages/listdown.html,textMarkup,2017
lite-c,https://codelani.com/languages/lite-c.html,pl,2007
literate-agda,https://codelani.com/languages/literate-agda.html,pl,2009
literate-coffeescript,https://codelani.com/languages/literate-coffeescript.html,pl,2013
literate-haskell,https://codelani.com/languages/literate-haskell.html,pl,1991
lithe,https://codelani.com/languages/lithe.html,pl,1982
little,https://codelani.com/languages/little.html,pl,2016
little-b,https://codelani.com/languages/little-b.html,pl,2004
little-smalltalk,https://codelani.com/languages/little-smalltalk.html,pl,1987
livecode,https://codelani.com/languages/livecode.html,pl,2001
livescript,https://codelani.com/languages/livescript.html,pl,2011
lll,https://codelani.com/languages/lll.html,pl,
lllpg,https://codelani.com/languages/lllpg.html,library,
llvmir,https://codelani.com/languages/llvmir.html,ir,2003
lmdb,https://codelani.com/languages/lmdb.html,library,2011
lnf,https://codelani.com/languages/lnf.html,pl,1985
lo,https://codelani.com/languages/lo.html,pl,1990
lobster,https://codelani.com/languages/lobster.html,pl,2014
local,https://codelani.com/languages/local.html,pl,2019
loci,https://codelani.com/languages/loci.html,pl,2013
locomotive-basic,https://codelani.com/languages/locomotive-basic.html,pl,1984
locs,https://codelani.com/languages/locs.html,pl,1965
logal,https://codelani.com/languages/logal.html,pl,1977
logicon,https://codelani.com/languages/logicon.html,pl,1986
login,https://codelani.com/languages/login.html,pl,1986
logist,https://codelani.com/languages/logist.html,pl,1980
loglan,https://codelani.com/languages/loglan.html,pl,1982
loglisp,https://codelani.com/languages/loglisp.html,pl,1980
logo,https://codelani.com/languages/logo.html,pl,1967
logol,https://codelani.com/languages/logol.html,pl,1968
logos,https://codelani.com/languages/logos.html,pl,2010
logowriter,https://codelani.com/languages/logowriter.html,pl,1986
logscheme,https://codelani.com/languages/logscheme.html,pl,1990
logtalk,https://codelani.com/languages/logtalk.html,pl,1998
lola,https://codelani.com/languages/lola.html,pl,1991
lolcode,https://codelani.com/languages/lolcode.html,esolang,2007
lookml,https://codelani.com/languages/lookml.html,pl,2012
loom,https://codelani.com/languages/loom.html,knowledgeBase,1987
loomscript,https://codelani.com/languages/loomscript.html,pl,2013
loopnpp,https://codelani.com/languages/loopnpp.html,pl,2000
lore,https://codelani.com/languages/lore.html,pl,1985
lotis,https://codelani.com/languages/lotis.html,pl,1969
lotos,https://codelani.com/languages/lotos.html,pl,1989
lotusscript,https://codelani.com/languages/lotusscript.html,pl,1996
lpc,https://codelani.com/languages/lpc.html,pl,1995
lpl,https://codelani.com/languages/lpl.html,pl,1973
lrltran,https://codelani.com/languages/lrltran.html,pl,1968
lsd,https://codelani.com/languages/lsd.html,textMarkup,2016
lse,https://codelani.com/languages/lse.html,pl,1971
lsl,https://codelani.com/languages/lsl.html,pl,2003
lua,https://codelani.com/languages/lua.html,pl,1993
luajit,https://codelani.com/languages/luajit.html,compiler,2005
luarocks-pm,https://codelani.com/languages/luarocks-pm.html,packageManager,
lucene-query-syntax,https://codelani.com/languages/lucene-query-syntax.html,queryLanguage,1999
lucid,https://codelani.com/languages/lucid.html,pl,1976
lucid-chart-app,https://codelani.com/languages/lucid-chart-app.html,application,2008
lucid-representations,https://codelani.com/languages/lucid-representations.html,pl,1991
lucinda,https://codelani.com/languages/lucinda.html,pl,1991
luna,https://codelani.com/languages/luna.html,pl,2017
luna-lang,https://codelani.com/languages/luna-lang.html,pl,2015
lush,https://codelani.com/languages/lush.html,pl,
lustre,https://codelani.com/languages/lustre.html,pl,1993
lyapas,https://codelani.com/languages/lyapas.html,pl,1964
lygon,https://codelani.com/languages/lygon.html,pl,1995
lynx,https://codelani.com/languages/lynx.html,pl,1984
lyx-editor,https://codelani.com/languages/lyx-editor.html,editor,1995
m-expressions,https://codelani.com/languages/m-expressions.html,metaLanguage,1960
m-lisp,https://codelani.com/languages/m-lisp.html,pl,1991
m-programming-language,https://codelani.com/languages/m-programming-language.html,pl,2008
m2001,https://codelani.com/languages/m2001.html,pl,2001
m4,https://codelani.com/languages/m4.html,pl,1977
m4sugar,https://codelani.com/languages/m4sugar.html,pl,2003
macaims,https://codelani.com/languages/macaims.html,pl,1968
macbasic,https://codelani.com/languages/macbasic.html,pl,1985
macbook-air-machine,https://codelani.com/languages/macbook-air-machine.html,computingMachine,2008
mace,https://codelani.com/languages/mace.html,pl,1989
machiavelli,https://codelani.com/languages/machiavelli.html,pl,1989
macintosh-machine,https://codelani.com/languages/macintosh-machine.html,computingMachine,1984
macro,https://codelani.com/languages/macro.html,pl,1979
macro-10,https://codelani.com/languages/macro-10.html,pl,1978
macro-11,https://codelani.com/languages/macro-11.html,pl,1974
macro-spitbol,https://codelani.com/languages/macro-spitbol.html,pl,1971
macroml,https://codelani.com/languages/macroml.html,pl,2001
macsyma,https://codelani.com/languages/macsyma.html,pl,1968
mad,https://codelani.com/languages/mad.html,pl,1959
madcap,https://codelani.com/languages/madcap.html,pl,1960
madcap-vi,https://codelani.com/languages/madcap-vi.html,pl,1972
mads,https://codelani.com/languages/mads.html,pl,1964
mages,https://codelani.com/languages/mages.html,pl,2016
magik,https://codelani.com/languages/magik.html,pl,1989
magma,https://codelani.com/languages/magma.html,pl,1993
magma2,https://codelani.com/languages/magma2.html,pl,1984
magritte,https://codelani.com/languages/magritte.html,pl,
mai,https://codelani.com/languages/mai.html,pl,2019
mai-basic-four,https://codelani.com/languages/mai-basic-four.html,pl,1974
make,https://codelani.com/languages/make.html,pl,1977
makedoc,https://codelani.com/languages/makedoc.html,textMarkup,2000
makefile,https://codelani.com/languages/makefile.html,application,1976
mako,https://codelani.com/languages/mako.html,template,2006
mal,https://codelani.com/languages/mal.html,interpreter,2014
malbolge,https://codelani.com/languages/malbolge.html,pl,1998
mallard-basic,https://codelani.com/languages/mallard-basic.html,pl,1985
malus,https://codelani.com/languages/malus.html,pl,1970
mama-software,https://codelani.com/languages/mama-software.html,pl,2010
man-machine-language,https://codelani.com/languages/man-machine-language.html,specification,1982
manhood,https://codelani.com/languages/manhood.html,pl,2014
manuscript,https://codelani.com/languages/manuscript.html,pl,
mapbasic,https://codelani.com/languages/mapbasic.html,pl,1997
maple,https://codelani.com/languages/maple.html,pl,1982
maplesoft-app-center-pm,https://codelani.com/languages/maplesoft-app-center-pm.html,packageManager,
mapper,https://codelani.com/languages/mapper.html,pl,1960
mapquery,https://codelani.com/languages/mapquery.html,pl,1982
maps,https://codelani.com/languages/maps.html,pl,1993
maraca-lang,https://codelani.com/languages/maraca-lang.html,pl,2018
maria-xml,https://codelani.com/languages/maria-xml.html,xmlFormat,2009
mariadb,https://codelani.com/languages/mariadb.html,queryLanguage,2009
mark-iv,https://codelani.com/languages/mark-iv.html,pl,1985
markdeep,https://codelani.com/languages/markdeep.html,textMarkup,
markdown,https://codelani.com/languages/markdown.html,textMarkup,2004
marko,https://codelani.com/languages/marko.html,textMarkup,2014
marlais,https://codelani.com/languages/marlais.html,pl,1995
marmot,https://codelani.com/languages/marmot.html,pl,2000
marsyas,https://codelani.com/languages/marsyas.html,pl,1970
marten,https://codelani.com/languages/marten.html,visual,
mary,https://codelani.com/languages/mary.html,pl,1970
mary-2,https://codelani.com/languages/mary-2.html,pl,1984
masim,https://codelani.com/languages/masim.html,pl,1985
maskjs,https://codelani.com/languages/maskjs.html,template,2012
masm,https://codelani.com/languages/masm.html,pl,
math-matic,https://codelani.com/languages/math-matic.html,pl,1957
mathcad,https://codelani.com/languages/mathcad.html,pl,1986
mathematica,https://codelani.com/languages/mathematica.html,pl,1988
mathematica-editor,https://codelani.com/languages/mathematica-editor.html,editor,1988
mathematica-packagedata-pm,https://codelani.com/languages/mathematica-packagedata-pm.html,packageManager,
mathematical-notation,https://codelani.com/languages/mathematical-notation.html,notation,1356
mathics,https://codelani.com/languages/mathics.html,pl,2012
mathlab,https://codelani.com/languages/mathlab.html,pl,1964
mathsy,https://codelani.com/languages/mathsy.html,pl,1980
mathworks-file-exchange-pm,https://codelani.com/languages/mathworks-file-exchange-pm.html,packageManager,
matita,https://codelani.com/languages/matita.html,pl,1999
matlab,https://codelani.com/languages/matlab.html,pl,1984
matplotlib,https://codelani.com/languages/matplotlib.html,library,2003
matrix-pascal,https://codelani.com/languages/matrix-pascal.html,pl,1983
matrix-protocol,https://codelani.com/languages/matrix-protocol.html,protocol,
maude,https://codelani.com/languages/maude.html,pl,1990
maven-pm,https://codelani.com/languages/maven-pm.html,packageManager,
maven-pom,https://codelani.com/languages/maven-pom.html,application,2004
mavis,https://codelani.com/languages/mavis.html,pl,1992
mawk,https://codelani.com/languages/mawk.html,pl,1991
max,https://codelani.com/languages/max.html,jsonFormat,1990
maxima,https://codelani.com/languages/maxima.html,pl,1982
maxscript,https://codelani.com/languages/maxscript.html,pl,1996
maya,https://codelani.com/languages/maya.html,pl,2013
mbasic,https://codelani.com/languages/mbasic.html,pl,1983
mbox,https://codelani.com/languages/mbox.html,textData,1974
mcleyvier-command-language,https://codelani.com/languages/mcleyvier-command-language.html,pl,
mcobol,https://codelani.com/languages/mcobol.html,pl,1980
mdl,https://codelani.com/languages/mdl.html,pl,1971
mdx,https://codelani.com/languages/mdx.html,textMarkup,2017
mech-lang,https://codelani.com/languages/mech-lang.html,pl,2018
mediawiki,https://codelani.com/languages/mediawiki.html,application,2002
medic,https://codelani.com/languages/medic.html,pl,1980
medusa,https://codelani.com/languages/medusa.html,pl,2002
megalog,https://codelani.com/languages/megalog.html,pl,1991
meld,https://codelani.com/languages/meld.html,pl,1989
melpha-pm,https://codelani.com/languages/melpha-pm.html,packageManager,
mendel,https://codelani.com/languages/mendel.html,pl,1985
mentat,https://codelani.com/languages/mentat.html,pl,1987
mercurial,https://codelani.com/languages/mercurial.html,application,2005
mercury,https://codelani.com/languages/mercury.html,pl,1995
mercury-programming-system,https://codelani.com/languages/mercury-programming-system.html,pl,1960
merd,https://codelani.com/languages/merd.html,pl,2002
mermaid,https://codelani.com/languages/mermaid.html,textMarkup,
meroon,https://codelani.com/languages/meroon.html,pl,1991
mesa,https://codelani.com/languages/mesa.html,pl,1970
meson,https://codelani.com/languages/meson.html,pl,2013
messagepack,https://codelani.com/languages/messagepack.html,binaryDataFormat,
met-english,https://codelani.com/languages/met-english.html,pl,1950
meta-lisp,https://codelani.com/languages/meta-lisp.html,pl,1970
meta-plus,https://codelani.com/languages/meta-plus.html,pl,1971
metacomco,https://codelani.com/languages/metacomco.html,pl,1981
metafont,https://codelani.com/languages/metafont.html,application,1977
metah,https://codelani.com/languages/metah.html,pl,1988
metal,https://codelani.com/languages/metal.html,library,2014
metal-programming-language,https://codelani.com/languages/metal-programming-language.html,pl,2001
metaml,https://codelani.com/languages/metaml.html,pl,1997
metapi,https://codelani.com/languages/metapi.html,pl,1967
metapost,https://codelani.com/languages/metapost.html,pl,1994
metasim,https://codelani.com/languages/metasim.html,pl,1973
metatem,https://codelani.com/languages/metatem.html,pl,1989
methodology-description-language,https://codelani.com/languages/methodology-description-language.html,pl,1992
mheg-5,https://codelani.com/languages/mheg-5.html,schema,1997
michelson,https://codelani.com/languages/michelson.html,pl,2017
micro-cpp,https://codelani.com/languages/micro-cpp.html,pl,1992
micro-editor,https://codelani.com/languages/micro-editor.html,editor,2016
micro-flowcharts,https://codelani.com/languages/micro-flowcharts.html,pl,1959
micro-prolog,https://codelani.com/languages/micro-prolog.html,pl,1980
microdare,https://codelani.com/languages/microdare.html,pl,1979
micropython,https://codelani.com/languages/micropython.html,pl,2014
microsoft-basic,https://codelani.com/languages/microsoft-basic.html,pl,1975
microsoft-macro-assembler,https://codelani.com/languages/microsoft-macro-assembler.html,assembly,1981
microsoft-small-basic,https://codelani.com/languages/microsoft-small-basic.html,pl,2008
microtal,https://codelani.com/languages/microtal.html,pl,1981
midas,https://codelani.com/languages/midas.html,pl,1963
miis,https://codelani.com/languages/miis.html,pl,1986
mime,https://codelani.com/languages/mime.html,textData,1991
mimic,https://codelani.com/languages/mimic.html,pl,1964
min,https://codelani.com/languages/min.html,pl,2017
minc,https://codelani.com/languages/minc.html,pl,1985
mini-ml,https://codelani.com/languages/mini-ml.html,pl,1986
minid,https://codelani.com/languages/minid.html,pl,2006
minihaskell,https://codelani.com/languages/minihaskell.html,plzoo,2013
minikanren,https://codelani.com/languages/minikanren.html,pl,2013
miniml,https://codelani.com/languages/miniml.html,plzoo,2013
miniml_error,https://codelani.com/languages/miniml_error.html,plzoo,2013
minion,https://codelani.com/languages/minion.html,pl,1989
miniprolog,https://codelani.com/languages/miniprolog.html,plzoo,2013
minivital,https://codelani.com/languages/minivital.html,pl,1974
minizinc,https://codelani.com/languages/minizinc.html,pl,2012
minopt,https://codelani.com/languages/minopt.html,pl,
mint,https://codelani.com/languages/mint.html,pl,2018
mips,https://codelani.com/languages/mips.html,isa,1985
mir,https://codelani.com/languages/mir.html,ir,2015
mirager,https://codelani.com/languages/mirager.html,pl,1971
mirah,https://codelani.com/languages/mirah.html,pl,2009
miranda,https://codelani.com/languages/miranda.html,pl,1985
miranim,https://codelani.com/languages/miranim.html,pl,1985
mirc,https://codelani.com/languages/mirc.html,pl,1995
mirfac,https://codelani.com/languages/mirfac.html,pl,1962
mirth,https://codelani.com/languages/mirth.html,pl,2019
miso-framework,https://codelani.com/languages/miso-framework.html,framework,
miva,https://codelani.com/languages/miva.html,pl,1996
mizar,https://codelani.com/languages/mizar.html,pl,1973
ml,https://codelani.com/languages/ml.html,pl,1973
mlab,https://codelani.com/languages/mlab.html,pl,1975
mlir,https://codelani.com/languages/mlir.html,ir,2019
mlisp2,https://codelani.com/languages/mlisp2.html,pl,1972
mlite,https://codelani.com/languages/mlite.html,pl,2004
mmix,https://codelani.com/languages/mmix.html,assembly,1999
mmsearch,https://codelani.com/languages/mmsearch.html,pl,2001
mmx,https://codelani.com/languages/mmx.html,isa,1997
mobl,https://codelani.com/languages/mobl.html,pl,1960
moby-programming-language,https://codelani.com/languages/moby-programming-language.html,pl,1998
mochajs,https://codelani.com/languages/mochajs.html,library,2011
mochi,https://codelani.com/languages/mochi.html,pl,2014
mocklisp,https://codelani.com/languages/mocklisp.html,pl,1981
modcap,https://codelani.com/languages/modcap.html,pl,1978
model-204,https://codelani.com/languages/model-204.html,pl,1972
model-k,https://codelani.com/languages/model-k.html,pl,1993
modelica,https://codelani.com/languages/modelica.html,pl,1997
modlisp,https://codelani.com/languages/modlisp.html,pl,1980
modsim-iii,https://codelani.com/languages/modsim-iii.html,pl,1996
modula,https://codelani.com/languages/modula.html,pl,1975
modula-2,https://codelani.com/languages/modula-2.html,pl,1978
modula-2p,https://codelani.com/languages/modula-2p.html,pl,1984
modula-3,https://codelani.com/languages/modula-3.html,pl,1986
modula-3-star,https://codelani.com/languages/modula-3-star.html,pl,1993
modula-p,https://codelani.com/languages/modula-p.html,pl,1992
modula-r,https://codelani.com/languages/modula-r.html,pl,1983
modular-prolog,https://codelani.com/languages/modular-prolog.html,pl,1992
module-management-system,https://codelani.com/languages/module-management-system.html,pl,2005
moinmoin,https://codelani.com/languages/moinmoin.html,textMarkup,
molog,https://codelani.com/languages/molog.html,pl,1987
monaco-editor,https://codelani.com/languages/monaco-editor.html,editor,2016
monesa,https://codelani.com/languages/monesa.html,pl,2002
mongodb,https://codelani.com/languages/mongodb.html,application,2009
monkey,https://codelani.com/languages/monkey.html,pl,2011
monodevelop-editor,https://codelani.com/languages/monodevelop-editor.html,editor,
monte,https://codelani.com/languages/monte.html,pl,2014
moo,https://codelani.com/languages/moo.html,pl,1993
mool,https://codelani.com/languages/mool.html,pl,2010
moonrock-basic-compiler,https://codelani.com/languages/moonrock-basic-compiler.html,pl,1994
moonscript,https://codelani.com/languages/moonscript.html,pl,2011
moose,https://codelani.com/languages/moose.html,pl,1994
morfa,https://codelani.com/languages/morfa.html,pl,2015
morfik,https://codelani.com/languages/morfik.html,pl,2000
morphe,https://codelani.com/languages/morphe.html,pl,1992
morphism,https://codelani.com/languages/morphism.html,pl,1965
morse-code,https://codelani.com/languages/morse-code.html,notation,1837
mortran,https://codelani.com/languages/mortran.html,pl,1973
motif-software,https://codelani.com/languages/motif-software.html,pl,1989
mountain,https://codelani.com/languages/mountain.html,pl,2019
mouse,https://codelani.com/languages/mouse.html,pl,1970
mouse4,https://codelani.com/languages/mouse4.html,pl,1978
moxie,https://codelani.com/languages/moxie.html,pl,1984
moya,https://codelani.com/languages/moya.html,pl,2015
mp3-format,https://codelani.com/languages/mp3-format.html,binaryDataFormat,1993
mpgs,https://codelani.com/languages/mpgs.html,pl,1972
mps,https://codelani.com/languages/mps.html,grammarLanguage,2010
mpsx,https://codelani.com/languages/mpsx.html,pl,1978
mql,https://codelani.com/languages/mql.html,pl,2005
mqtt,https://codelani.com/languages/mqtt.html,protocol,1999
mrdb,https://codelani.com/languages/mrdb.html,pl,1976
ms2,https://codelani.com/languages/ms2.html,pl,1967
msg-84,https://codelani.com/languages/msg-84.html,pl,1985
msl,https://codelani.com/languages/msl.html,pl,1977
msp430,https://codelani.com/languages/msp430.html,isa,2009
msx-basic,https://codelani.com/languages/msx-basic.html,pl,1984
mtml,https://codelani.com/languages/mtml.html,xmlFormat,2000
mu,https://codelani.com/languages/mu.html,pl,2014
muddl,https://codelani.com/languages/muddl.html,pl,1988
mudlle,https://codelani.com/languages/mudlle.html,pl,1998
muf,https://codelani.com/languages/muf.html,pl,1995
mufp,https://codelani.com/languages/mufp.html,pl,1984
mul-t,https://codelani.com/languages/mul-t.html,pl,1989
multi-user-basic,https://codelani.com/languages/multi-user-basic.html,pl,1980
multics,https://codelani.com/languages/multics.html,pl,1967
multigame,https://codelani.com/languages/multigame.html,pl,1994
mumath,https://codelani.com/languages/mumath.html,pl,1978
mumps,https://codelani.com/languages/mumps.html,pl,1966
mums,https://codelani.com/languages/mums.html,pl,1976
mun-lang,https://codelani.com/languages/mun-lang.html,pl,2019
munin,https://codelani.com/languages/munin.html,pl,1989
muon,https://codelani.com/languages/muon.html,pl,2019
mupad,https://codelani.com/languages/mupad.html,pl,1997
music-sp,https://codelani.com/languages/music-sp.html,pl,1972
musicxml,https://codelani.com/languages/musicxml.html,pl,2004
musimp,https://codelani.com/languages/musimp.html,pl,1978
musp,https://codelani.com/languages/musp.html,pl,1960
mustache,https://codelani.com/languages/mustache.html,template,2009
musys,https://codelani.com/languages/musys.html,pl,1969
mvel,https://codelani.com/languages/mvel.html,pl,2003
mvl,https://codelani.com/languages/mvl.html,pl,1993
mxml,https://codelani.com/languages/mxml.html,xmlFormat,2004
mybb,https://codelani.com/languages/mybb.html,pl,2002
mycroft,https://codelani.com/languages/mycroft.html,pl,2013
myghty,https://codelani.com/languages/myghty.html,pl,2006
myia,https://codelani.com/languages/myia.html,pl,2017
mypy,https://codelani.com/languages/mypy.html,pl,2012
myrddin,https://codelani.com/languages/myrddin.html,pl,2016
mysql,https://codelani.com/languages/mysql.html,queryLanguage,1995
mythryl,https://codelani.com/languages/mythryl.html,pl,2006
n-prolog,https://codelani.com/languages/n-prolog.html,pl,1985
nail,https://codelani.com/languages/nail.html,pl,1986
nakl,https://codelani.com/languages/nakl.html,pl,1982
nano-editor,https://codelani.com/languages/nano-editor.html,editor,2000
napier88,https://codelani.com/languages/napier88.html,pl,1989
napss,https://codelani.com/languages/napss.html,pl,1965
narpl,https://codelani.com/languages/narpl.html,pl,1989
nasal,https://codelani.com/languages/nasal.html,pl,
nasm,https://codelani.com/languages/nasm.html,assembly,1996
nassi-shneiderman-charts,https://codelani.com/languages/nassi-shneiderman-charts.html,pl,1972
nato-phonetic-alphabet,https://codelani.com/languages/nato-phonetic-alphabet.html,notation,1956
natural,https://codelani.com/languages/natural.html,pl,1971
nawk,https://codelani.com/languages/nawk.html,pl,1993
ncar-command-language,https://codelani.com/languages/ncar-command-language.html,pl,1990
ncl,https://codelani.com/languages/ncl.html,pl,1994
ndl,https://codelani.com/languages/ndl.html,pl,
nearley,https://codelani.com/languages/nearley.html,grammarLanguage,2014
neater,https://codelani.com/languages/neater.html,linter,1968
nectar,https://codelani.com/languages/nectar.html,pl,2016
neko,https://codelani.com/languages/neko.html,pl,2005
neliac,https://codelani.com/languages/neliac.html,pl,1958
nemerle,https://codelani.com/languages/nemerle.html,pl,2003
neovim-editor,https://codelani.com/languages/neovim-editor.html,editor,
neralie-format,https://codelani.com/languages/neralie-format.html,timeFormat,2017
nesc,https://codelani.com/languages/nesc.html,pl,2002
nesl,https://codelani.com/languages/nesl.html,pl,1993
ness,https://codelani.com/languages/ness.html,pl,1989
nested-context-language,https://codelani.com/languages/nested-context-language.html,xmlFormat,2000
net-format,https://codelani.com/languages/net-format.html,textData,2006
netbasic,https://codelani.com/languages/netbasic.html,pl,1999
netbeans-editor,https://codelani.com/languages/netbeans-editor.html,editor,
netform,https://codelani.com/languages/netform.html,pl,1974
netlib,https://codelani.com/languages/netlib.html,library,1985
netlinx,https://codelani.com/languages/netlinx.html,pl,2007
netlogo,https://codelani.com/languages/netlogo.html,pl,1999
netrexx,https://codelani.com/languages/netrexx.html,pl,1996
netscript,https://codelani.com/languages/netscript.html,pl,
network-control-language,https://codelani.com/languages/network-control-language.html,pl,1978
neuronc,https://codelani.com/languages/neuronc.html,pl,1992
neutron,https://codelani.com/languages/neutron.html,pl,2019
never,https://codelani.com/languages/never.html,pl,2018
newick-format,https://codelani.com/languages/newick-format.html,textData,1986
newlisp,https://codelani.com/languages/newlisp.html,pl,1991
newp,https://codelani.com/languages/newp.html,pl,1985
newspeak,https://codelani.com/languages/newspeak.html,pl,2006
newsqueak,https://codelani.com/languages/newsqueak.html,pl,1990
newton,https://codelani.com/languages/newton.html,pl,1977
newtonscript,https://codelani.com/languages/newtonscript.html,pl,1993
nexml,https://codelani.com/languages/nexml.html,xmlFormat,2007
nextflow,https://codelani.com/languages/nextflow.html,pl,2013
nexus-format,https://codelani.com/languages/nexus-format.html,textData,1997
nfql,https://codelani.com/languages/nfql.html,pl,1989
nginx-config,https://codelani.com/languages/nginx-config.html,application,2004
ngl-programming-language,https://codelani.com/languages/ngl-programming-language.html,pl,2001
ngs,https://codelani.com/languages/ngs.html,pl,2013
nhx,https://codelani.com/languages/nhx.html,textData,1999
nial,https://codelani.com/languages/nial.html,pl,1981
nice,https://codelani.com/languages/nice.html,pl,2006
nickle,https://codelani.com/languages/nickle.html,pl,2001
nikl,https://codelani.com/languages/nikl.html,pl,1986
nil,https://codelani.com/languages/nil.html,pl,1983
nim,https://codelani.com/languages/nim.html,pl,2008
nimble-pm,https://codelani.com/languages/nimble-pm.html,packageManager,
nimrod,https://codelani.com/languages/nimrod.html,pl,2013
ninja,https://codelani.com/languages/ninja.html,template,2012
nios,https://codelani.com/languages/nios.html,isa,2000
nirvana,https://codelani.com/languages/nirvana.html,pl,2018
nit,https://codelani.com/languages/nit.html,pl,2008
nix,https://codelani.com/languages/nix.html,packageManager,2003
njcl,https://codelani.com/languages/njcl.html,pl,1974
nl,https://codelani.com/languages/nl.html,application,1993
nltk,https://codelani.com/languages/nltk.html,library,2001
nml,https://codelani.com/languages/nml.html,pl,1991
noah,https://codelani.com/languages/noah.html,pl,1982
nodal,https://codelani.com/languages/nodal.html,pl,1972
nodejs,https://codelani.com/languages/nodejs.html,pl,2009
nomad-software,https://codelani.com/languages/nomad-software.html,pl,1976
noodle,https://codelani.com/languages/noodle.html,pl,1993
nop-2,https://codelani.com/languages/nop-2.html,pl,2001
nord,https://codelani.com/languages/nord.html,pl,1974
northstar-basic,https://codelani.com/languages/northstar-basic.html,pl,1977
nosica,https://codelani.com/languages/nosica.html,pl,2002
notepad-editor,https://codelani.com/languages/notepad-editor.html,editor,1983
notepad-plus-plus-editor,https://codelani.com/languages/notepad-plus-plus-editor.html,editor,2003
nova-editor,https://codelani.com/languages/nova-editor.html,editor,2019
np,https://codelani.com/languages/np.html,pl,2013
npl,https://codelani.com/languages/npl.html,pl,1963
npl-lang,https://codelani.com/languages/npl-lang.html,pl,1977
npm-pm,https://codelani.com/languages/npm-pm.html,packageManager,2010
npy,https://codelani.com/languages/npy.html,binaryDataFormat,2008
nqc,https://codelani.com/languages/nqc.html,pl,2017
ns-basic,https://codelani.com/languages/ns-basic.html,pl,1994
nsis,https://codelani.com/languages/nsis.html,pl,2001
nsl,https://codelani.com/languages/nsl.html,pl,1991
ntfs,https://codelani.com/languages/ntfs.html,filesystem,1993
ntp,https://codelani.com/languages/ntp.html,protocol,1981
nu,https://codelani.com/languages/nu.html,pl,2007
nu-prolog,https://codelani.com/languages/nu-prolog.html,pl,1988
nua-prolog,https://codelani.com/languages/nua-prolog.html,pl,1991
nuget-pm,https://codelani.com/languages/nuget-pm.html,packageManager,2010
nul,https://codelani.com/languages/nul.html,pl,1976
numbers-app,https://codelani.com/languages/numbers-app.html,application,2007
numerica,https://codelani.com/languages/numerica.html,pl,1997
numpy,https://codelani.com/languages/numpy.html,library,1995
nut,https://codelani.com/languages/nut.html,pl,1986
nuua,https://codelani.com/languages/nuua.html,pl,2018
nwscript,https://codelani.com/languages/nwscript.html,pl,2004
nxc,https://codelani.com/languages/nxc.html,pl,2006
nxt-g,https://codelani.com/languages/nxt-g.html,pl,2006
nydp,https://codelani.com/languages/nydp.html,pl,2014
nylo,https://codelani.com/languages/nylo.html,pl,2017
nyquist,https://codelani.com/languages/nyquist.html,pl,1997
o,https://codelani.com/languages/o.html,pl,1986
o-matrix,https://codelani.com/languages/o-matrix.html,pl,1994
o-xml,https://codelani.com/languages/o-xml.html,pl,2002
o2,https://codelani.com/languages/o2.html,pl,1989
o42a,https://codelani.com/languages/o42a.html,pl,2010
oak,https://codelani.com/languages/oak.html,pl,1991
oaklisp,https://codelani.com/languages/oaklisp.html,pl,1986
oasis,https://codelani.com/languages/oasis.html,pl,1994
oasis-operating-system,https://codelani.com/languages/oasis-operating-system.html,os,1977
oberon,https://codelani.com/languages/oberon.html,pl,1986
oberon-2,https://codelani.com/languages/oberon-2.html,pl,1991
obj-programming-language,https://codelani.com/languages/obj-programming-language.html,pl,1976
obj2,https://codelani.com/languages/obj2.html,pl,1984
objdump,https://codelani.com/languages/objdump.html,application,1991
object-definition-language,https://codelani.com/languages/object-definition-language.html,pl,1991
object-oberon,https://codelani.com/languages/object-oberon.html,pl,1990
object-pascal,https://codelani.com/languages/object-pascal.html,pl,1986
object-rexx,https://codelani.com/languages/object-rexx.html,pl,1988
object-z,https://codelani.com/languages/object-z.html,pl,1991
objectcharts,https://codelani.com/languages/objectcharts.html,pl,1992
objective-c,https://codelani.com/languages/objective-c.html,pl,1984
objective-cpp,https://codelani.com/languages/objective-cpp.html,pl,1993
objective-j,https://codelani.com/languages/objective-j.html,pl,2008
objective-modula-2,https://codelani.com/languages/objective-modula-2.html,pl,2009
objectlogo,https://codelani.com/languages/objectlogo.html,pl,1993
objectpal,https://codelani.com/languages/objectpal.html,pl,1993
objectscript,https://codelani.com/languages/objectscript.html,pl,
objectworld,https://codelani.com/languages/objectworld.html,pl,
objvprolog,https://codelani.com/languages/objvprolog.html,pl,1989
obliq,https://codelani.com/languages/obliq.html,pl,1993
obscure,https://codelani.com/languages/obscure.html,pl,1985
observable-app,https://codelani.com/languages/observable-app.html,application,2017
obsidian,https://codelani.com/languages/obsidian.html,pl,2018
