name,started,twitchUrl,twitchUrl_subscribers,youtubeUrl,youtubeUrl_subscribers,subscribers
ThePrimeagen,2019,https://www.twitch.tv/theprimeagen,208000,https://www.youtube.com/c/theprimeagen,404000,
